"mz","rt","SPC.15V.1","SPC.30V.1","SPC.45V.1","mzinmgf","rtinmgf","mz_ms2","int_ms2","CE"
424.2824051,1102.88,56801.40235,43955.02222,49119.16778,424.28218,1102,237.1484,1500,15
226.1792454,1102.88,41908.36611,38521.86667,34609.43444,226.17981,1102,173.1326,5640,15
395.2200511,1105.53,92263.86,101428.3974,68778.67579,395.22025,1106,313.167,10229,15
427.3552433,1104.68,28215.51842,17216.03,10464.59556,427.35657,1104,165.0925,969,15
177.1266619,1108.47,143302.5622,82074.63158,82652.43158,177.1271,1107,137.0966,67988,15
257.24902,1106.39,51509.22579,55299.00789,51897.4284,257.24692,1107,177.1277,4416,15
307.2595958,1106.39,66210.60625,55962.66,63248.88889,307.26338,1105,67.058,3246,45
504.3234177,1105.53,63928.29048,53176.476,25252.02526,504.32108,1105,487.3024,1976,15
121.0653447,1108.1,19537.73563,67221.44,55127.88556,121.06503,1107,77.0435,9882,30
340.2396312,1108.1,77485.87211,67606.82368,58489.43789,340.24036,1108,284.2951,6623,15
354.1939928,1106.34,51586.275,42912.79269,38368.24,354.19485,1107,313.1704,1257,15
435.1837814,1108.95,93610.69889,79946.73947,84644.76842,435.18432,1109,394.1583,8150,15
284.2883048,1108.84,153699.9117,82680.30789,275817.9305,284.29505,1107,88.077,4550,30
228.1954142,1116.5,44568.61722,44778.64,31228.13235,228.19536,1117,175.1487,5060,15
244.1903628,1116.5,30929.69294,12604.58444,21421.27556,244.19085,1117,227.1619,4829,15
377.2297029,1117.34,44209.59389,43879.08474,41309.37778,377.22888,1117,156.1395,4546,15
447.375519,1116.5,39028.925,67395.25333,70441.93722,447.37913,1117,62.065,1429.6655,15
214.0820124,1129.21,576691,145760.54,732571.8705,214.08917,1124,158.0277,108590,15
158.0226607,1134.345,683509.6544,467290.9511,328677.3638,158.02671,1123,141.0007,20343,15
816.5705683,1127.27,130549.975,126156.4323,94505.13545,816.57005,1124,184.0725,2721.7861,45
338.3410914,1127.27,204129.315,319569.3675,216174.55,338.34207,1127,321.3214,4794,15
384.3458346,1126.71,149686.341,158135.025,240127.55,384.34741,1127,338.3429,76659,15
406.3285554,1127.48,185660.3938,172331.73,153041.6824,406.32922,1126,360.3232,4617,30
422.302445,1127.48,72745.716,60742.02,57600.26286,422.30317,1124,405.3544,826,15
445.4001708,1126.11,43476.91263,42352.19333,46223.06846,445.39926,1125,338.3408,5021,15
407.3318041,1127.27,65275.63,61605.07571,50926.6755,407.33243,1127,338.3449,2538,15
265.2484501,1130.96,861309.8311,17316.87333,83038.29111,265.25244,1131,247.2418,60840,15
283.2565805,1130.96,877556.7156,437099.2867,84521.42111,283.26298,1131,265.2515,134960,15
339.3444024,1126.99,95759.559,110273.31,92469.8,339.34519,1127,170.9955,1147,30
469.3938191,1127.27,167804.1514,190774.03,170176.8838,469.38836,1128,433.3582,2043,15
310.3114211,1131.79,64492.05,39078.99625,33746.72889,310.31038,1130,293.2844,32293,15
380.2104416,1130.96,85289.49737,77024.65333,77461.80632,380.20774,1131,339.1847,19884,15
491.3712062,1136.59,114584.9589,103919.8506,92830.06765,491.37137,1129,406.3179,1289,15
581.4353014,1129.27,159256.5837,72216.43333,114093.98,581.43691,1129,184.0744,1848,15
738.4921066,1130.96,122498.1132,128870.1758,98894.4887,738.49136,1129,721.4657,934,30
838.5578112,1129.27,329237.6603,214766.5972,146950.55,838.5562,1128,184.073,1665,45
199.1684707,1130.96,39522.74474,20259.88667,32977.13222,199.16829,1130,163.1458,1127,15
227.2003546,1130.96,33887.43211,32770.23333,26083.04111,227.20078,1131,191.1822,2019,15
521.4199887,1134.31,226362.7636,263235.1191,272127.4493,521.41973,1131,503.4102,1218,15
580.4295613,1129.27,288035.1079,237704.2067,125148.65,580.43266,1128,184.0736,13335,45
659.5095749,1130.11,80481.45778,75483.27105,61026.18947,659.51118,1130,184.0733,2835,30
153.125979,1131.79,18447.20444,18536.00842,16995.68406,153.1265,1131,135.1158,825,15
185.1527601,1130.96,28138.96889,34956.11706,24215.96222,185.1531,1132,149.1349,861,15
694.4653303,1136.9,207964.675,184137.8538,165906.7667,694.4635,1135,677.4471,1569,15
271.2731171,1135.99,89093.6,79546.41474,85333.9275,271.27467,1135,159.1502,4002,15
540.4343894,1131.805,41778.04364,42898.84125,33517.72565,540.43206,1136,521.4022,1119,15
333.2780684,1138.6,65055.07556,58428.46667,65645.97667,333.27798,1137,298.3072,1777,15
341.3027104,1137.71,164613.1378,145733.4867,104340.7583,341.30584,1137,57.0731,2386,30
359.313819,1137.68,333933.1224,108307.565,51803.475,359.31496,1137,341.307,111314,15
650.4385848,1143.095,191275.4515,168576.8442,138099.9452,650.43977,1140,633.4153,6917,15
385.3492135,1134.21,69167.6,65223.35647,50454.95,385.34606,1142,367.3374,2259,15
589.3807644,1146.71,508216.8862,496158.4711,430780.8779,589.38662,1143,351.1212,2846,30
606.4478925,1141.15,242723.14,165975.745,170414.53,606.45001,1141,184.0752,5629,45
545.359199,1151.3,386447.8833,342935.3276,282018.6169,545.36046,1150,307.0923,6826,30
566.4488074,1150.45,100552.8884,237952,211474.77,566.45336,1150,104.1086,3793,45
140.9973288,1161.32,312234.4716,137448.5657,142765.37,141.0005,1161,77.0404,5545,15
441.3716862,1153.18,39968.88,52838.8075,31598.6687,441.37172,1153,158.0251,1654,15
336.3256527,1154.58,75966.36444,70762.66889,31355.91111,336.32645,1155,319.3003,6548,15
550.3911003,1154.7,54265.97647,26372.10688,27117.46061,550.39335,1154,165.0905,1992,45
814.5582184,1155.43,232258.964,204343.8455,158578.0097,814.56021,1155,796.5439,1877,15
501.3335588,1155.05,137613.3385,114610.2985,100397.7587,501.33304,1156,263.0675,827.0045,15
351.2691545,1160.07,28515.92778,26386.08,14405.36842,351.26572,1160,211.1053,1742,15
393.2078268,1162.16,66531.456,63210.84,59917.01474,393.20693,1161,172.1159,15819,15
401.3403886,1162.16,66158.96389,124967.4105,32081.51833,401.34204,1161,383.3319,8186,30
673.5278737,1165.07,174994.5144,449983.0111,512393.1361,673.52913,1164,184.0731,136975,30
695.5003566,1164.67,471059.9305,229058.6358,337365.8167,695.50969,1163,636.4498,3044,30
331.2634253,1172.3,30084.65263,24626.826,23247.245,331.26451,1171,247.1698,7161,30
355.2271362,1173.95,18167.375,23069.86111,19113.30667,355.22657,1173,299.1705,1328,15
661.5257642,1179.95,180672.3411,197952.25,390411.84,661.52887,1179,184.0725,26043,30
298.3093825,1180.73,133504.7667,62874.62842,86058.91556,298.31128,1180,57.0739,3160,30
720.5719776,1186.72,168523.2224,172548.5,129312.3992,720.57494,1180,184.0737,2903,30
313.3292193,1191.82,47629.96,63678.7,53233.35938,313.32983,1181,298.3094,4174,15
312.3246211,1191.89,87747.825,115678.764,60002.67188,312.32718,1181,60.0484,3437,30
385.3458962,1188.57,70100.35,63440.145,48189.855,385.34731,1188,367.3339,4826,15
423.2517971,1190.1,78935.7555,63360.94105,53083.98947,423.25088,1188,341.2022,5280,15
719.5679035,1186.87,120301.9492,307142.09,283806.185,719.57157,1187,184.0727,5419,30
580.4686959,1189.3,78953.1,85659.93333,69836.20222,580.4706,1190,541.4944,1047,15
425.3746506,1190.26,55850.02944,39657.635,27509.30526,425.3771,1190,343.197,4721,15
608.6084842,1191.855,169212.2105,161788.8505,181687.5284,608.61012,1190,184.0735,12104,30
593.4722172,1190.17,196841.4933,166816.87,147101.04,593.47669,1191,575.4771,1395,15
721.5255389,1190.1,87047.65,104108.9886,69905.53043,721.52444,1191,703.5068,3393,15
610.587721,1193.67,53340.63158,54795.76,52767.69231,610.5884,1193,593.4774,862,15
173.1178648,1195.33,23157.03789,28972.56353,36205.85526,173.11823,1194,57.0753,800,15
409.1854309,1195.33,319731,373172.4,278508.75,409.18345,1195,172.1149,122220,15
431.1654395,1195.3,60115.92,54001.58222,62459.86842,431.16507,1195,172.116,2184,15
612.2601349,1195.33,68010.12,67052.76778,69625.96667,612.26333,1195,172.1152,3176,15
172.1145569,1195.36,107830.56,140002.9228,142470.5921,172.1154,1195,116.0555,5734,15
412.1822254,1195.755,27990.59789,20463.15056,19127.10526,412.18179,1195,172.1161,3657,15
562.5639442,1196.98,273981.0289,200959.515,303995.5879,562.56629,1196,281.2957,10884,45
297.1851132,1197.92,45509.42,39021.64,36476.43294,297.18521,1197,241.1231,20849,15
687.5416705,1198.74,320920.0611,471827.8468,404474.7253,687.54234,1198,184.0737,19440,45
478.3301114,1197.88,126802.1189,42553.66,128559.8033,478.33087,1198,297.1851,14370,15
356.3525809,1199.6,93372.02333,92141.63111,72195.57647,356.35256,1199,270.3151,11308,30
446.3742847,1201.3,95263.49556,57982.6,97111.88667,446.37489,1201,428.3639,7918,15
717.5516934,1211.4,97939.24,103699.9206,297220.0926,717.55365,1211,184.0737,6155,30
630.4464489,1204.71,25321.51111,37259.89895,27057.68889,630.44575,1204,571.4321,3983,15
608.4634622,1204.7,121154.9778,225078.1389,252937.37,608.46489,1204,184.0716,3366,30
311.2940414,1206.45,23144.48941,20082.26581,13238.35333,311.29424,1206,293.2836,1888,15
340.3469153,1207.28,170704.4553,99282.84,126025.6859,340.34804,1206,323.3211,5393,15
675.6738526,1207.28,183396.8862,129531.1143,52519.192,675.67477,1209,184.0738,83131,30
321.3119349,1207.26,61897.92,69039.84375,80977.71684,321.31437,1206,303.3082,1040,15
338.3386159,1208.08,26942.35667,38498.02895,55161.495,338.34173,1206,321.3148,164190,15
726.5572457,1210.57,226991.4912,221002.5608,168377.578,726.55914,1206,184.0733,1444,30
518.8890656,1209.745,31518.036,26444.63842,17485.705,518.88853,1208,338.3421,3200,15
725.5506546,1215.55,478085.184,822039.2322,674052.3266,725.55921,1209,184.0735,2735,45
568.4273849,1220.54,184784.4353,103649.28,259848.75,568.42712,1220,338.2661,1408,30
474.4644309,1213.89,84444.2,72937.78947,58545.86111,474.4681,1213,236.2398,2200,30
718.5550673,1211.4,128817.1811,108314.6617,120484.3284,718.55712,1213,184.0735,1579,15
483.8774435,1214.72,87465.51158,43390.96105,90074.16,483.87745,1213,466.3522,2065,15
634.4766801,1213.89,92658.71,148057.3329,65742.72,634.4798,1213,577.4818,1284,15
778.5395302,1212.23,42107.825,18707.52,17880.07294,778.53254,1213,704.5156,1143,15
419.3040455,1213.89,14832.96667,13754.31579,16881.04167,419.30328,1214,184.0762,754,15
805.5566741,1219.705,195044.1667,175876.9784,150883.5032,805.55776,1216,757.5721,1761,15
371.1005489,1216.38,25568.36333,19231.14667,16619.00053,371.10065,1216,355.0756,1865,15
554.1732212,1216.38,33540.22,15313.11778,14708.995,554.17516,1216,371.0898,1709,15
756.5499038,1216.38,107885.6158,367843.4275,365912.9495,756.55284,1215,184.0738,26089,45
774.5576207,1216.38,228890.2389,1529872.738,254237.2984,774.56529,1216,756.5513,69900,30
378.7812835,1216.38,38139.91222,13438.85455,60196.29778,378.78201,1218,184.0722,1614,15
790.5570909,1218.87,343566.7875,343338.656,279499.41,790.55813,1216,184.0744,3480,30
279.161122,1222.21,122010.88,125849.219,214418.9052,279.15836,1223,149.0242,49874,15
595.4893589,1223.91,398976.4991,310475.9686,527027.413,595.48976,1225,104.1086,2635,45
140.9974201,1223.91,125702.2819,355554.69,148833.8632,140.99977,1223,77.0413,6129,15
417.3715625,1222.22,50620.24333,54569.72222,54654.19947,417.37232,1223,151.0745,6100,30
466.1109663,1223.06,145328.6526,132146.1839,100495.9337,466.11031,1222,172.1155,1041,30
657.5477481,1222.21,69843.66571,67313.29524,27611.78,657.54803,1223,617.4579,1099.0133,15
677.4965806,1223.91,77771.71368,75768.94895,57226.92444,677.49604,1225,184.0736,1702,30
804.5518199,1219.7,350301.2764,394113.06,346453.4435,804.55957,1215,184.0726,2835,45
577.4807025,1218.87,595187.35,270885.1624,416461.5405,577.48199,1225,559.472,969,15
440.3573857,1235.62,223081.7461,201233.358,187417.9368,440.35125,1235,379.2998,13311,15
612.5201045,1218.05,157980.3941,172057.8709,227719.83,612.51917,1226,595.4957,1643,15
701.5563299,1230.66,975458.1912,4174754.847,1833104.288,701.55963,1228,184.0731,270804,30
723.5346952,1230.66,559019.3365,1811814.317,598826.6765,723.53978,1227,701.559,9878,15
822.5611955,1233.56,1562254.09,2338958.935,1926984.078,822.56673,1226,804.5584,5584,30
492.4773892,1226.47,36007.33882,29791.55143,28905.70588,492.47858,1226,236.2406,755,30
724.5414647,1230.65,601108.9704,673430.49,313480.1275,724.54258,1229,701.5541,14317,15
801.4872662,1230.66,56029.617,79128.70476,78264.92,801.48372,1230,782.567,32955,30
184.0742227,1230.66,45444.71053,30498.63263,16103.27353,184.08357,1229,125.0008,2192,30
500.4819469,1230.66,65406.65625,121379.0344,50902.72765,500.48297,1230,262.2508,6275,30
359.2934247,1233.15,31579.71882,36820.80706,40004.55529,359.29476,1233,247.1702,8295,30
781.5569592,1232.31,377416.4382,414085.5264,370385.3694,781.55599,1231,184.0727,4384,45
379.2895312,1234.8,104334.3889,167193.1053,45092.91579,379.29812,1234,98.9855,47127,30
424.3526135,1235.64,74179.16,81913.812,41660.27556,424.35301,1235,379.2989,16954,15
431.3953895,1233.97,54329.81684,36528.3,28363.14,431.39048,1234,165.0919,1786,30
401.2817187,1235.63,30347.19111,32771.196,28002.62667,401.27854,1236,367.3371,1420,15
508.4590437,1238.95,47897.726,57015.296,44159.005,508.45807,1240,491.4322,1201,15
689.548755,1244.8,429202.0337,295643.712,1293711.266,689.55838,1246,184.0741,58296,45
798.5586911,1247.32,1541808,1774898.892,325612.1677,798.56455,1257,780.5592,17729,30
824.5730637,1244,2939780.283,1848275.367,2042603.26,824.5798,1240,184.0741,4916,45
592.4912931,1238.1,141367.8,148004.5948,68707.30435,592.49123,1241,575.4666,1053,15
576.4691076,1238.13,257222.1689,275184.5444,160652.7091,576.47121,1241,557.4507,828,15
721.5814459,1241.46,218092.1083,64351.87167,176479.8437,721.58713,1241,184.0744,6545,30
614.5347384,1247.29,120756.324,81420.9375,89530.23214,614.53823,1243,281.2485,1665,30
727.5664873,1253.93,963219.712,1894282.618,873126.1443,727.57483,1253,184.0731,61339,30
789.4836309,1244.8,23660.86667,27025.11474,17600.158,789.48615,1245,184.0723,1427,30
261.1488863,1249.78,77622.12889,31358.23,50064.27263,261.1489,1249,149.0238,3096,15
413.2762212,1249.78,188869.7933,60225.63556,89175.27158,413.26673,1248,301.1401,7839,30
436.3442456,1249.78,192254.874,162005.943,154340.4778,436.34155,1248,391.2844,10797,15
452.3362762,1249.78,177230.6053,132807.927,127143.8335,452.33688,1248,391.2809,3956,15
167.0331214,1249.78,66371.62,67118.30368,108456.4361,167.03357,1249,149.0241,30221,15
413.2562168,1249.7,596267.0244,587024.83,261097.5972,413.26578,1249,391.2824,9320,15
429.2371748,1249.78,97200.48444,94170.70667,30472.19467,429.2399,1249,413.2635,7247,15
437.3418849,1249.78,112941.9663,53986.01,43424.16211,437.34436,1249,392.2842,1400,15
453.3396316,1249.795,65651.80263,70619.52842,70112.58632,453.33889,1249,391.2783,1225,15
150.0263703,1249.78,40241.72667,28195.12263,43755.32778,150.02662,1250,122.0362,942,15
317.2680851,1248.9,29754.10533,45383.566,35485.90857,317.26741,1251,281.2462,1329,15
491.2107661,1249.78,23111.55882,42358.22,38726.83625,491.20852,1248,266.9617,828,30
280.1631041,1249.78,70820.26667,31331.22667,24967.31421,280.16235,1251,149.0239,8940,15
494.5654383,1253.96,39006.4025,45850.18765,49653.30762,494.56616,1251,429.2346,983,15
784.5907515,1257.28,340588.1368,371240.1558,295163.4158,784.58342,1257,184.0731,3693,45
799.5664153,1248.12,3183828.578,2370186.805,1702548.552,799.56871,1256,184.0745,16030,30
393.2897818,1249.78,135797.2842,224508.2688,199003.6028,393.29239,1258,184.0719,979.6819,15
750.5051024,1259.76,71638.02833,62537.51667,40925.64,750.50522,1260,728.5155,1556,15
367.3358727,1260.64,180678.7015,219582.0083,95959.885,367.33654,1260,159.1174,3834,30
715.5679103,1262.31,492665.3022,775122.48,456613.6916,715.57537,1261,184.0738,26659,30
774.5035185,1261.46,94289.30444,73359.42222,60689.27056,774.5036,1261,752.5358,2036,15
281.2471314,1260.64,321539.5543,157291.9757,121221.8609,281.24748,1262,263.2351,2159,15
737.5563957,1262.14,143110.0761,133345.25,103255.2974,737.55395,1262,715.5812,1683,15
149.0192546,1268.28,278890.08,404233.5145,109716.3423,149.02357,1265,65.042,14192,30
700.4890104,1267.44,134234.5472,113496.6184,102835.8979,700.48671,1267,678.5045,2424,15
726.5516518,1274.96,363765.376,612321.1968,468155.2915,726.56123,1269,542.4792,1302,45
502.4958423,1275.77,152210.9095,111676.1895,144954.0675,502.49761,1275,264.2688,13254,30
725.5471414,1274.01,665468.5108,570488.325,434899.5162,725.55628,1273,703.5712,22133,15
184.0733721,1276.46,83682.4485,30614.3,120335.5115,184.07256,1275,125.0021,4086,30
380.2522393,1275.77,31930.93,45101.18182,42973.33333,380.25229,1275,343.2871,2592,15
503.5014352,1275.77,95086.71579,85369.6515,83441.475,503.49964,1276,264.2695,5606,30
392.798043,1275.77,18457.54,10695.08267,11483.20733,392.80008,1279,149.0237,1472,15
704.5096112,1283.73,2466352.791,1838192.603,2088441.02,704.51453,1280,184.0732,155386,15
826.5890461,1291.97,595640.8459,599077.6633,401785.2978,826.59575,1294,184.0727,8807,45
391.2843109,1283.73,358551.8844,186788.3769,265181.3904,391.28486,1282,149.0243,21023,30
409.1830426,1283.21,91150.6,86615.64154,98951.6032,409.18254,1291,172.1149,6526,15
726.5009292,1282.9,241172.36,197257.0421,160833.2884,726.50312,1282,705.5216,2134,15
780.5483529,1288.16,1668351.297,747292.4788,957929.3095,780.55424,1288,184.0738,67849,45
863.6270069,1286.51,84323.81389,67701.44,73420.365,863.63181,1285,264.2693,2173,45
369.3505352,1297.78,253235.7486,75853.07,31074.16667,369.35186,1297,147.1168,200288,30
521.5119041,1286.2,40416.02,41413.68,42432.92,521.51079,1286,369.3549,842.6819,15
354.3718933,1288.99,42640.63125,120456.4069,77026.32071,354.37302,1290,184.0744,2802,15
766.5367208,1288.16,514807.1874,496730.1305,145722.6484,766.53835,1287,184.0735,4532,30
774.5588531,1288.67,764391.1733,739664.595,376145.7356,774.56473,1288,184.073,22449,45
804.5578255,1298.94,4588708.987,771921.1814,1935421.847,804.554,1298,184.074,54150,30
811.603343,1291.46,239373.2743,391908.8229,325780.6693,811.60337,1283,184.0733,2541,30
370.3525354,1296.95,33953.75579,39598.60048,126565.2115,370.35469,1290,354.3749,2220,15
776.5598355,1296.51,1047771.013,1037963.04,962771.5447,776.5697,1290,184.0733,2968,15
353.2998341,1289.5,24099.30133,19590.25421,7867.57,353.29907,1291,184.0749,1161,15
751.5664565,1293.94,360151.224,403840.4195,290222.6763,751.5725,1293,568.5046,36458,45
851.5992402,1300.28,182307.25,174838.9547,137863.999,851.59727,1292,832.5812,761,15
419.3140681,1301.42,201730.2549,196157.9316,393417.9786,419.31549,1300,149.023,4381,30
829.6780856,1293.39,157029.3448,135401.6062,126300.96,829.67979,1287,184.0731,3766,30
843.5904633,1293.11,50065.74867,67330.25933,51295.635,843.59385,1291,184.0743,1958,30
371.3528669,1296.51,198844.4914,239003.1852,158716.038,371.35907,1296,147.1169,5440,30
767.5445569,1292.29,286111.4143,410611.2774,369733.5968,767.53987,1288,184.0731,7569,30
772.5438487,1293.62,209959.5733,256775.256,130353.7368,772.54975,1294,184.0731,9145,45
830.6834597,1293.11,76784.75,64974.952,55466.0525,830.68365,1294,184.0691,1494,30
848.5774326,1293.965,114145.3775,117386.8373,108822.8808,848.5756,1295,808.5681,2085,15
522.5942386,1286.52,81652.91,65161.64,147757.6592,522.59679,1296,369.3511,13099,15
692.5248682,1294.77,53623.90333,175077.7053,296686.1395,692.52158,1295,184.0734,6395,30
738.542426,1296.51,107915.9763,83218.10368,142443.95,738.54698,1295,184.0719,9889,45
769.4859454,1296.95,287046.8368,335219.5042,317146.8211,769.49518,1299,184.0721,7365,45
792.4894248,1296.44,208748.6711,194164.7289,187714.2261,792.49033,1296,776.5155,1915,15
765.0202734,1297.11,17872.96556,13438.22727,21843.87294,765.01883,1297,184.0718,898,15
842.507831,1300.28,264586.4655,168182.5369,219922.1638,842.50851,1297,805.5582,1827,15
536.5030217,1298.19,30983.30375,27474.61706,21549.094,536.5038,1297,369.3499,14415,15
719.5864711,1306.465,345432.3019,109135.5662,237851.8985,719.59557,1298,184.0748,7657,45
762.5023798,1299.45,141141.4885,127400.1837,97013.74435,762.51024,1299,184.0747,4198,30
559.4714559,1298.19,192271.1543,199937.1629,308887.6889,559.47173,1299,369.3519,13236,15
712.4903821,1298.15,38926.83333,34387.78421,30714.79737,712.48879,1298,571.4653,904,30
742.5434582,1299.87,145898.715,214987.6089,305936.4,742.5375,1299,184.0741,8621,30
819.511367,1288.67,117030.3525,66138.37412,73836.57611,819.50981,1300,805.5648,2163,15
130.1595109,1304.05,84803.80947,152037.1521,167712.0105,130.15913,1303,74.1007,1361,15
407.3295276,1301.12,25434.935,51922.25778,43032.42706,407.32785,1300,98.9855,2434,45
420.3191546,1302.26,70247.63389,61126.55722,73038.31889,420.31966,1302,149.0249,1112,15
338.3412105,1303.59,61175.566,58198.69737,67659.072,338.34124,1302,321.3186,790,15
279.1610779,1302.26,95622.36474,334297.6875,312905.9575,279.15845,1304,149.0242,35984,15
350.2936063,1305.24,35499.25125,35601.62368,24187.55706,350.29394,1306,184.0719,1418,15
572.4361632,1305.24,182396.6667,288464.2497,227417.277,572.43546,1306,552.6024,1637,15
385.3468789,1305.55,40243.93895,83142.29368,32559.24,385.34761,1305,109.0647,1618,30
828.5559692,1303.21,158938.8226,177038.0713,147631.513,828.55006,1305,184.0754,4035.9016,45
750.5571991,1308.02,172167.2504,142931.1273,140356.1787,750.56083,1307,717.5807,1357,15
830.5609771,1318.11,591074.152,534471.944,784900.1333,830.57049,1318,184.0739,57262,45
854.5675273,1306.9,180461.45,321633.4694,75368.39333,854.57057,1307,184.0739,8501,45
628.1928342,1308.55,41568.39474,23574.98438,24511.49333,628.19518,1308,552.6205,3249,30
781.549328,1313.48,22193.55,6348297.619,1376264.24,781.55756,1314,184.0735,351677,45
794.5050117,1309.2,336866.44,345139.7357,355026.6274,794.51017,1309,184.0746,15156.3408,45
880.5859459,1309.64,33965.18704,28705.67778,31692.25552,880.5849,1310,793.5539,1349,15
779.0925126,1313.74,72253.764,78021.6,68719.573,779.09809,1313,756.5486,9344,15
780.4464786,1313.98,24947.64,20418.63,29958.87097,780.44079,1316,184.0737,18442,15
714.505722,1314.3,101742.5809,94014.18818,94741.54545,714.50785,1311,573.4858,1746,30
740.55624,1317.82,202529.9406,76597.85765,295026.7006,740.55926,1317,184.0732,11480,45
383.3641547,1319.77,40524.33706,67509.63333,74493.56167,383.36719,1319,147.1162,2182,30
430.3775604,1321.91,78200.32235,65563.85684,67620.59684,430.37644,1323,165.0945,1470,30
744.5560024,1323.06,991569.137,965910.946,315223.8968,744.55423,1322,184.0737,82472,45
783.4627481,1323.185,23892.80154,18937.702,25788.675,783.45546,1322,184.0724,246143,15
769.5537364,1321.42,584771.4105,159533.55,416785.1284,769.55686,1322,184.073,10386.3252,15
782.5593202,1323.31,3579084.505,7996423.509,20760769.43,782.56822,1322,184.0742,53856,15
429.3720451,1322.24,180102.9558,68083.38526,81711.86842,429.37264,1321,165.0912,4806,30
805.009544,1334.77,106442.2395,111272.67,74255.775,805.01189,1327,745.4725,1965,15
809.5815103,1340.275,2774751.918,1717497.247,15263.23636,809.58767,1339,184.0739,131580.0313,45
781.1009843,1323.53,119681.4456,112808.7208,100156.9996,781.10249,1323,184.074,45266,45
488.3949288,1330.69,38456.04118,43492.58333,38369.44118,488.39237,1331,327.2564,4228,15
832.577325,1342.85,782424.6883,831371.3717,1349532.55,832.58392,1344,184.0734,11527,45
833.5826075,1342.96,611968.8522,209408.8769,797472.9573,833.5863,1340,184.0731,5112,15
691.5091808,1338.7,15878.78833,16069.12889,9025.091053,691.50602,1340,580.6396,2940,15
808.5780485,1337.32,18616538.04,17515269.21,16659738.44,808.58511,1339,184.0739,50349,30
623.5016768,1338.7,83103.89176,101115.8833,69257.15333,623.5019,1340,580.6465,1373,30
409.3814093,1342.02,36756.70941,40429.48889,35756.72824,409.3826,1342,172.1158,3131,15
484.3818623,1340.36,85718.78118,92219.62222,90423.34737,484.38179,1342,467.3541,860,15
720.5531555,1342.02,268584.2558,189754.0889,294259.9467,720.55187,1341,184.0736,9589,45
692.5569239,1342.96,136466.1812,139500.6889,54054,692.5576,1343,184.0752,4897,30
758.4548896,1350.22,100415.1335,85911.42,25409.34,758.4495,1348,184.0736,34194,15
427.3762526,1352,25143.91105,38766.2,47083.99059,427.37761,1353,185.1188,896,15
740.5110815,1352.06,194057.5556,212355.0856,193611.5378,740.52024,1353,599.5077,5251,15
746.5638244,1368.26,738698.64,314292.88,601807.84,746.56937,1359,184.074,27749,45
784.4689827,1360.92,36629.4,38907.36,26053.86,784.47107,1359,184.0742,24241,15
766.5378437,1363.34,461318.0773,519599.8206,529012.2353,766.53725,1353,184.0728,6776,30
767.5686745,1364.98,273060.82,344136.78,263139.64,767.57775,1365,184.0739,44454,15
796.5826791,1371.16,97811.24,5751448.84,4421526.92,796.58319,1369,184.0734,62353,45
417.3714411,1365.89,36150.52,30489.24,28824.64,417.37032,1364,151.076,2338,45
750.5523037,1378.92,910116.2842,529951.3268,707912.0928,750.54297,1377,361.2728,13725,30
700.5326739,1371.55,182122.82,252118.84,127328.78,700.52755,1371,337.2726,10405,30
766.1649817,1365.89,53147.48,52808.82,30154.68,766.17325,1376,750.5121,1460,15
751.5496842,1378.1,951943.2708,460309.46,313688.4192,751.54488,1376,361.2768,5760,30
760.6570493,1388.77,138417.0667,127796.0976,206183.26,760.66444,1384,184.0722,250434,30
793.1019221,1374.83,30176,25748,26889.44,793.10929,1377,184.0732,15045,15
798.598275,1383.84,250700.6035,243578.54,797255.4164,798.59969,1385,184.0746,9026,45
772.0761522,1383.02,34966.00875,47702.99722,36045.856,772.08477,1381,184.0735,46293.6914,30
726.5410886,1384.66,135875.7767,259403.6511,226208.2105,726.54526,1385,337.2727,3499,30
761.6502306,1393.695,97310.075,41498.40625,34523.02067,761.64216,1387,184.0728,55986.0039,15
780.5849718,1384.66,135265.221,170872.3895,187444.62,780.58974,1387,761.5878,10448,15
445.3678817,1387.13,59644.11231,70095.27778,70195.57941,445.36849,1388,430.379,3466,15
720.5817991,1388.77,105842.656,154996.4,120764.8056,720.58971,1389,184.0741,12077,45
749.5890721,1387.13,134538.0917,75995.14,107711.8661,749.58525,1389,184.0747,968,15
809.0480907,1390.4,73305.54,66020.36789,59105.70833,809.04318,1390,749.4992,974,15
753.5612603,1410.22,2214858.671,607201.1516,508950.1221,753.56153,1410,361.2744,7392,45
774.5975293,1400.28,185672.576,565078.3557,658390.425,774.60237,1401,184.0729,21401,30
824.6087733,1409.4,748770.3532,651431.6053,306434.9516,824.61656,1410,184.0737,8913,45
811.670122,1400.28,1307007.484,1409185.8,1365546.6,811.66855,1400,184.0742,118993,45
833.654738,1400.28,251949.3417,271949.7,192837.2682,833.65029,1400,811.6752,3034,30
130.1574167,1413.53,111827.9832,130827.92,192220.53,130.16012,1402,57.0742,897,15
824.1108224,1403.58,30456.42778,23554.41667,40414.96444,824.11294,1404,184.0732,75419.3203,45
775.5930134,1401.11,289627.1897,541458.225,431856.9981,775.60297,1405,184.0749,3962,15
838.6134292,1415.2,132751.0032,249003.32,464013.6172,838.62308,1405,184.0736,10371,15
840.6291731,1416.06,677695.83,1368488.109,1450874.954,840.63678,1409,184.0725,2959,45
754.5659968,1411.06,680896.66,569668.2506,358101.2084,754.56293,1410,393.2958,4619.6846,15
